iter	Passed	Remaining
611	2916	1848
612	2923	1845
613	2926	1840
614	2930	1834
615	2934	1829
616	2940	1825
617	2944	1819
618	2947	1814
619	2954	1810
620	2958	1805
621	2962	1800
622	2967	1795
623	2973	1791
624	2977	1786
625	2980	1780
626	2987	1777
627	2991	1772
628	2995	1766
629	3001	1762
630	3004	1757
631	3009	1752
632	3015	1748
633	3019	1743
634	3023	1737
635	3026	1732
636	3033	1728
637	3036	1723
638	3040	1717
639	3043	1712
640	3051	1708
641	3055	1703
642	3058	1698
643	3065	1694
644	3068	1689
645	3073	1684
646	3078	1679
647	3083	1674
648	3087	1669
649	3090	1664
650	3097	1660
651	3100	1655
652	3103	1649
653	3107	1643
654	3113	1640
655	3117	1634
656	3121	1629
657	3125	1624
658	3131	1620
659	3135	1615
660	3139	1609
661	3148	1607
662	3151	1602
663	3155	1596
664	3162	1593
665	3166	1587
666	3169	1582
667	3174	1577
668	3179	1572
669	3183	1567
670	3186	1562
671	3193	1558
672	3198	1553
673	3201	1548
674	3208	1544
675	3212	1539
676	3215	1534
677	3219	1528
678	3226	1525
679	3230	1520
680	3233	1514
681	3240	1510
682	3244	1505
683	3247	1500
684	3256	1497
685	3260	1492
686	3264	1487
687	3274	1484
688	3278	1479
689	3283	1475
690	3289	1470
691	3293	1465
692	3297	1460
693	3306	1457
694	3310	1452
695	3353	1464
696	3358	1460
697	3369	1457
698	3374	1452
699	3379	1448
700	3384	1443
701	3398	1442
702	3402	1437
703	3411	1434
704	3416	1429
705	3420	1424
706	3426	1419
707	3429	1414
708	3445	1414
709	3451	1409
710	3459	1405
711	3463	1400
712	3467	1395
713	3470	1390
714	3477	1386
715	3481	1380
716	3485	1375
717	3491	1371
718	3494	1365
719	3499	1360
720	3502	1355
721	3509	1351
722	3512	1345
723	3517	1340
724	3526	1337
725	3529	1332
726	3533	1326
727	3540	1322
728	3544	1317
729	3547	1312
730	3552	1307
731	3557	1302
732	3561	1297
733	3565	1291
734	3572	1288
735	3575	1282
736	3579	1277
737	3584	1272
738	3589	1267
739	3593	1262
740	3601	1258
741	3607	1254
742	3611	1249
743	3617	1244
744	3621	1239
745	3625	1234
746	3629	1229
747	3633	1224
748	3636	1218
749	3642	1214
750	3650	1210
751	3654	1205
752	3659	1200
753	3666	1196
754	3670	1191
755	3679	1187
756	3683	1182
757	3687	1177
758	3693	1172
759	3698	1167
760	3703	1163
761	3707	1157
762	3714	1153
763	3718	1148
764	3721	1143
765	3726	1138
766	3730	1133
767	3733	1127
768	3737	1122
769	3742	1117
770	3746	1112
771	3749	1107
772	3753	1102
773	3757	1097
774	3760	1091
775	3763	1086
776	3766	1081
777	3770	1075
778	3775	1071
779	3779	1066
780	3783	1060
781	3786	1055
782	3794	1051
783	3798	1046
784	3801	1041
785	3812	1037
786	3816	1032
787	3821	1028
788	3825	1023
789	3831	1018
790	3836	1013
791	3841	1008
792	3845	1003
793	3849	998
794	3857	994
795	3860	989
796	3864	984
797	3871	980
798	3875	974
799	3878	969
800	3886	965
801	3889	960
802	3892	954
803	3895	949
804	3900	944
805	3905	939
806	3908	934
807	3916	930
808	3921	925
809	3925	920
810	3935	917
811	3939	912
812	3943	906
813	3949	902
814	3956	898
815	3960	893
816	3970	889
817	3973	884
818	3977	878
819	3985	874
820	3989	869
821	3992	864
822	4000	860
823	4004	855
824	4008	850
825	4015	845
826	4019	840
827	4023	835
828	4027	830
829	4033	826
830	4036	820
831	4040	815
832	4047	811
833	4051	806
834	4054	801
835	4059	796
836	4064	791
837	4068	786
838	4071	781
839	4077	776
840	4081	771
841	4085	766
842	4088	761
843	4095	757
844	4099	751
845	4102	746
846	4107	742
847	4112	737
848	4115	732
849	4119	726
850	4125	722
851	4129	717
852	4133	712
853	4137	707
854	4143	702
855	4147	697
856	4151	692
857	4157	688
858	4161	683
859	4165	678
860	4170	673
861	4175	668
862	4178	663
863	4182	658
864	4190	654
865	4194	649
866	4198	644
867	4206	639
868	4210	634
869	4214	629
870	4221	625
871	4224	620
872	4228	615
873	4231	609
874	4237	605
875	4241	600
876	4245	595
877	4250	590
878	4255	585
879	4259	580
880	4264	575
881	4269	571
882	4272	566
883	4275	561
884	4281	556
885	4286	551
886	4289	546
887	4293	541
888	4300	536
889	4305	532
890	4308	527
891	4315	522
892	4319	517
893	4323	512
894	4331	508
895	4334	503
896	4338	498
897	4342	493
898	4350	488
899	4355	483
900	4360	479
901	4366	474
902	4370	469
903	4374	464
904	4379	459
905	4383	454
906	4386	449
907	4392	445
908	4396	440
909	4401	435
910	4405	430
911	4411	425
912	4415	420
913	4418	415
914	4426	411
915	4429	406
916	4433	401
917	4440	396
918	4444	391
919	4448	386
920	4453	382
921	4459	377
922	4462	372
923	4466	367
924	4473	362
925	4477	357
926	4480	352
927	4486	348
928	4490	343
929	4494	338
930	4497	333
931	4502	328
932	4506	323
933	4510	318
934	4513	313
935	4519	309
936	4523	304
937	4527	299
938	4530	294
939	4537	289
940	4540	284
941	4544	279
942	4548	274
943	4553	270
944	4557	265
945	4560	260
946	4566	255
947	4571	250
948	4574	245
949	4579	241
950	4583	236
951	4587	231
952	4590	226
953	4594	221
954	4600	216
955	4605	211
956	4613	207
957	4619	202
958	4624	197
959	4635	193
960	4646	188
961	4650	183
962	4653	178
963	4656	173
964	4663	169
965	4667	164
966	4670	159
967	4678	154
968	4682	149
969	4686	144
970	4691	140
971	4696	135
972	4700	130
973	4703	125
974	4710	120
975	4715	115
976	4719	111
977	4756	106
978	4763	102
979	4768	97
980	4774	92
981	4778	87
982	4781	82
983	4786	77
984	4793	73
985	4798	68
986	4804	63
987	4807	58
988	4811	53
989	4815	48
990	4823	43
991	4828	38
992	4839	34
993	4848	29
994	4854	24
995	4861	19
996	4865	14
997	4873	9
998	4877	4
999	4882	0
